,index,matchID,roundID,match_date,year,country,city,stadium,attendance,stage,home_name,home_init,away_name,away_init,home_score_half1,away_score_half1,home_score_half2,away_score_half2,home_score_final,away_score_final,winner,winning_score_half1,losing_score_half1,winning_score_half2,losing_score_half2,winning_score_final,losing_score_final,home_result,away_result,home_result_value,away_result_value
14,127,1408,220,1958-06-17,1958,Sweden,Solna,Rasunda Stadium,2823.0,Groups,Wales,WAL,Hungary,HUN,0,1,2,0,2,1,Wales,0.0,1.0,2.0,0.0,2.0,1.0,Groups,Groups,1.0,1.0
15,142,1490,231,1962-05-31,1962,Chile,Rancagua,Estadio El Teniente-Codelco,7938.0,Groups,Hungary,HUN,England,ENG,1,0,1,1,2,1,Hungary,1.0,0.0,1.0,1.0,2.0,1.0,Groups,Groups,1.0,1.0
16,150,1470,231,1962-06-03,1962,Chile,Rancagua,Estadio El Teniente-Codelco,7442.0,Groups,Hungary,HUN,Bulgaria,BUL,4,0,2,1,6,1,Hungary,4.0,0.0,2.0,1.0,6.0,1.0,Groups,Groups,1.0,1.0
17,154,1451,231,1962-06-06,1962,Chile,Rancagua,Estadio El Teniente-Codelco,7945.0,Groups,Hungary,HUN,Argentina,ARG,0,0,0,0,0,0,Draw,,,,,,,Groups,Groups,1.0,1.0
18,162,1525,232,1962-06-10,1962,Chile,Rancagua,Estadio El Teniente-Codelco,11690.0,Quarterfinals,Czechoslovakia,TCH,Hungary,HUN,1,0,0,0,1,0,Czechoslovakia,1.0,0.0,0.0,0.0,1.0,0.0,Quarterfinals,Quarterfinals,3.0,3.0
19,173,1675,238,1966-07-13,1966,England,Manchester,Old Trafford Stadium,29886.0,Groups,Portugal,POR,Hungary,HUN,1,0,2,1,3,1,Portugal,1.0,0.0,2.0,1.0,3.0,1.0,Groups,Groups,1.0,1.0
20,178,1597,238,1966-07-15,1966,England,Liverpool,Goodison Park,51387.0,Groups,Hungary,HUN,Brazil,BRA,1,1,2,0,3,1,Hungary,1.0,1.0,2.0,0.0,3.0,1.0,Groups,Groups,1.0,1.0
21,189,1599,238,1966-07-20,1966,England,Manchester,Old Trafford Stadium,24129.0,Groups,Hungary,HUN,Bulgaria,BUL,2,1,1,0,3,1,Hungary,2.0,1.0,1.0,0.0,3.0,1.0,Groups,Groups,1.0,1.0
22,194,1676,239,1966-07-23,1966,England,Sunderland,Roker Park Ground,26844.0,Quarterfinals,Soviet Union,URS,Hungary,HUN,1,0,1,1,2,1,Soviet Union,1.0,0.0,1.0,1.0,2.0,1.0,Quarterfinals,Quarterfinals,3.0,3.0
23,273,2199,278,1978-06-02,1978,Argentina,Buenos Aires,El Monumental - Estadio Monumental Antonio Vespuci,71615.0,Groups,Argentina,ARG,Hungary,HUN,1,1,1,0,2,1,Argentina,1.0,1.0,1.0,0.0,2.0,1.0,Groups,Groups,1.0,1.0
24,279,2396,278,1978-06-06,1978,Argentina,Mar del Plata,Estadio José María Minella,26533.0,Groups,Italy,ITA,Hungary,HUN,2,0,1,1,3,1,Italy,2.0,0.0,1.0,1.0,3.0,1.0,Groups,Groups,1.0,1.0
25,287,2344,278,1978-06-10,1978,Argentina,Mar del Plata,Estadio José María Minella,23127.0,Groups,France,FRA,Hungary,HUN,3,1,0,0,3,1,France,3.0,1.0,0.0,0.0,3.0,1.0,Groups,Groups,1.0,1.0
26,313,896,293,1982-06-15,1982,Spain,Elche,Nuevo Estadio,23000.0,Groups,Hungary,HUN,El Salvador,SLV,3,0,7,1,10,1,Hungary,3.0,0.0,7.0,1.0,10.0,1.0,Groups,Groups,1.0,1.0
27,322,752,293,1982-06-18,1982,Spain,Alicante,Jose Rico Perez,32093.0,Groups,Argentina,ARG,Hungary,HUN,2,0,2,1,4,1,Argentina,2.0,0.0,2.0,1.0,4.0,1.0,Groups,Groups,1.0,1.0
28,334,779,293,1982-06-22,1982,Spain,Elche,Nuevo Estadio,37000.0,Groups,Belgium,BEL,Hungary,HUN,0,1,1,0,1,1,Draw,,,,,,,Groups,Groups,1.0,1.0
29,363,610,308,1986-06-02,1986,Mexico,Irapuato,Estadio Irapuato,16500.0,Groups,Soviet Union,URS,Hungary,HUN,3,0,3,0,6,0,Soviet Union,3.0,0.0,3.0,0.0,6.0,0.0,Groups,Groups,1.0,1.0
30,375,475,308,1986-06-06,1986,Mexico,Irapuato,Estadio Irapuato,13800.0,Groups,Hungary,HUN,Canada,CAN,1,0,1,0,2,0,Hungary,1.0,0.0,1.0,0.0,2.0,0.0,Groups,Groups,1.0,1.0
31,384,567,308,1986-06-09,1986,Mexico,León,Nou Camp - Estadio León,31420.0,Groups,Hungary,HUN,France,FRA,0,1,0,2,0,3,France,1.0,0.0,2.0,0.0,3.0,0.0,Groups,Groups,1.0,1.0
